<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
19/03/21,000000,0.0134140,0.0135160,0.0133910,0.0134600,263
21/03/21,000000,0.0134480,0.0134480,0.0133330,0.0134100,53
22/03/21,000000,0.0134120,0.0134320,0.0132870,0.0133360,288
23/03/21,000000,0.0133400,0.0133400,0.0130500,0.0130570,288
24/03/21,000000,0.0130710,0.0131630,0.0129670,0.0130110,288
25/03/21,000000,0.0130090,0.0131630,0.0129970,0.0131110,288
26/03/21,000000,0.0131140,0.0131840,0.0130900,0.0131360,259
28/03/21,000000,0.0131360,0.0131970,0.0131210,0.0131710,80
29/03/21,000000,0.0131690,0.0131980,0.0130980,0.0131720,288
30/03/21,000000,0.0131720,0.0132220,0.0130880,0.0131260,288
31/03/21,000000,0.0131150,0.0132500,0.0131100,0.0131650,287
01/04/21,000000,0.0131650,0.0131910,0.0130430,0.0130670,288
02/04/21,000000,0.0130900,0.0131290,0.0130240,0.0130340,264
04/04/21,000000,0.0130340,0.0130530,0.0130200,0.0130400,60
05/04/21,000000,0.0130390,0.0131140,0.0130060,0.0130350,288
06/04/21,000000,0.0130280,0.0130950,0.0128870,0.0129290,287
07/04/21,000000,0.0129290,0.0129690,0.0127830,0.0129100,288
08/04/21,000000,0.0129090,0.0130190,0.0128870,0.0129770,288
09/04/21,000000,0.0129770,0.0129830,0.0128690,0.0128840,263
11/04/21,000000,0.0128840,0.0128880,0.0128410,0.0128760,65
12/04/21,000000,0.0128740,0.0129290,0.0128210,0.0128920,287
13/04/21,000000,0.0128980,0.0131500,0.0128620,0.0131290,286
14/04/21,000000,0.0131160,0.0132010,0.0131060,0.0131100,288
15/04/21,000000,0.0131100,0.0131520,0.0128710,0.0131010,288
16/04/21,000000,0.0130990,0.0132320,0.0130370,0.0131540,263
18/04/21,000000,0.0131520,0.0131540,0.0130840,0.0131220,56
19/04/21,000000,0.0131220,0.0131530,0.0130350,0.0130630,288
20/04/21,000000,0.0130420,0.0131270,0.0129310,0.0129920,288
21/04/21,000000,0.0129330,0.0130490,0.0129270,0.0130150,288
22/04/21,000000,0.0130110,0.0132500,0.0129900,0.0132030,287
23/04/21,000000,0.0131990,0.0133430,0.0131980,0.0133390,260
25/04/21,000000,0.0133180,0.0133410,0.0132770,0.0133010,60
26/04/21,000000,0.0133020,0.0133550,0.0131660,0.0132890,287
27/04/21,000000,0.0132950,0.0133570,0.0132710,0.0133240,287
28/04/21,000000,0.0133250,0.0134140,0.0132960,0.0134020,288
29/04/21,000000,0.0134020,0.0134340,0.0132990,0.0133680,288
30/04/21,000000,0.0133700,0.0133830,0.0132140,0.0132560,264
02/05/21,000000,0.0132510,0.0133000,0.0131620,0.0133000,55
03/05/21,000000,0.0132530,0.0133390,0.0131450,0.0132970,280
04/05/21,000000,0.0133170,0.0133690,0.0132330,0.0133310,288
05/05/21,000000,0.0133600,0.0133760,0.0132970,0.0133190,287
06/05/21,000000,0.0133210,0.0134440,0.0133100,0.0134380,287
07/05/21,000000,0.0134340,0.0135540,0.0134160,0.0135500,268
09/05/21,000000,0.0135180,0.0135640,0.0134740,0.0135330,61
10/05/21,000000,0.0135400,0.0135580,0.0134090,0.0134170,288
11/05/21,000000,0.0134270,0.0135000,0.0133990,0.0134370,287
12/05/21,000000,0.0134370,0.0134820,0.0133400,0.0133460,288
13/05/21,000000,0.0133520,0.0135030,0.0133510,0.0134720,282
